"eid","name","type","baseName","currentRank","targetRank","currentData","nextData","identityPreserved"
"308","メタルロードの紋章","盾","腕輪","150","160","{""atk"":34,""def"":40,""mag"":34,""mdef"":45,""finDmg"":10}","{""atk"":37,""def"":43,""mag"":37,""mdef"":48,""finDmg"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"309","メタルロードヘルム","頭","兜","150","160","{""def"":38,""mdef"":26,""hp"":75,""mp"":80,""resists_Fear"":50,""resists_InstantDeath"":50}","{""def"":41,""mdef"":28,""hp"":81,""mp"":86,""resists_Fear"":50,""resists_InstantDeath"":50}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"310","メタルロードの大冠","頭","帽子","150","160","{""def"":26,""mdef"":38,""hp"":80,""mp"":75,""resists_SpellSeal"":50}","{""def"":28,""mdef"":41,""hp"":86,""mp"":81,""resists_SpellSeal"":50}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"311","メタルロードの鎧","体","鎧","150","160","{""def"":44,""mdef"":32,""finRed"":20,""resists_SkillSeal"":50,""resists_SpellSeal"":50}","{""def"":47,""mdef"":34,""finRed"":20,""resists_SkillSeal"":50,""resists_SpellSeal"":50}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"312","メタルロードローブ","体","ローブ","150","160","{""def"":32,""mag"":40,""mdef"":42,""resists_HealSeal"":50}","{""def"":34,""mag"":43,""mdef"":45,""resists_HealSeal"":50}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"313","メタルロードブーツ","足","ブーツ","150","160","{""def"":34,""spd"":34,""resists_Shock"":70}","{""def"":37,""spd"":37,""resists_Shock"":70}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"314","メタルロードのくつ","足","くつ","150","160","{""spd"":46,""eva"":10}","{""spd"":50,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"321","終焉の剣","武器","剣","160","170","{""atk"":72,""hit"":10,""elmAtk"":{""闇"":15},""attack_InstantDeath"":2}","{""atk"":78,""hit"":10,""elmAtk"":{""闇"":15},""attack_InstantDeath"":2}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"322","ヴォルカノン","武器","斧","160","170","{""atk"":93,""spd"":-12,""hit"":-10,""elmAtk"":{""火"":20}}","{""atk"":101,""spd"":-12,""hit"":-10,""elmAtk"":{""火"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"323","宵闇の牙","武器","短剣","160","170","{""atk"":55,""mag"":55,""cri"":10,""attack_InstantDeath"":7}","{""atk"":60,""mag"":60,""cri"":10,""attack_InstantDeath"":7}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"324","コスモロッド","武器","杖","160","170","{""mag"":90,""elmAtk"":{""光"":10,""闇"":10}}","{""mag"":98,""elmAtk"":{""光"":10,""闇"":10}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"325","アビスランス","武器","槍","160","170","{""atk"":80,""elmAtk"":{""闇"":20}}","{""atk"":86,""elmAtk"":{""闇"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"326","フェイルノート","武器","弓","160","170","{""atk"":80,""cri"":25,""hit"":-20}","{""atk"":86,""cri"":25,""hit"":-20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"327","天界の盾","盾","盾","160","170","{""def"":56,""mdef"":42,""finRed"":10,""elmRes"":{""闇"":30}}","{""def"":60,""mdef"":45,""finRed"":10,""elmRes"":{""闇"":30}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"328","太陽のバングル","盾","腕輪","160","170","{""atk"":37,""def"":43,""mag"":37,""mdef"":48,""elmAtk"":{""火"":20}}","{""atk"":40,""def"":46,""mag"":40,""mdef"":52,""elmAtk"":{""火"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"329","星詠みの兜","頭","兜","160","170","{""def"":41,""mdef"":28,""hp"":81,""mp"":86,""resists_Fear"":40}","{""def"":44,""mdef"":30,""hp"":87,""mp"":93,""resists_Fear"":40}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"330","精霊の冠","頭","帽子","160","170","{""def"":28,""mdef"":41,""hp"":86,""mp"":81}","{""def"":30,""mdef"":44,""hp"":93,""mp"":87}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"331","鳳凰の鎧","体","鎧","160","170","{""def"":47,""mdef"":34}","{""def"":50,""mdef"":37}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"332","聖者のガウン","体","ローブ","160","170","{""def"":34,""mag"":43,""mdef"":45,""resists_Debuff"":30}","{""def"":37,""mag"":46,""mdef"":48,""resists_Debuff"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"333","幻影のブーツ","足","ブーツ","160","170","{""def"":37,""spd"":37}","{""def"":40,""spd"":40}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"334","水面の靴","足","くつ","160","170","{""spd"":50,""eva"":10}","{""spd"":53,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"341","ツインカノン","武器","剣","170","180","{""atk"":78,""hit"":10,""eva"":10}","{""atk"":84,""hit"":10,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"342","ガルガリン","武器","斧","170","180","{""atk"":101,""spd"":-12,""hit"":-10}","{""atk"":110,""spd"":-12,""hit"":-10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"343","時空の針","武器","短剣","170","180","{""atk"":60,""mag"":60,""cri"":10,""attack_Poison"":20}","{""atk"":64,""mag"":64,""cri"":10,""attack_Poison"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"344","神託の杖","武器","杖","170","180","{""mag"":98,""finRed"":10}","{""mag"":106,""finRed"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"345","創世の槍","武器","槍","170","180","{""atk"":86,""finRed"":10}","{""atk"":93,""finRed"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"346","明星の弓","武器","弓","170","180","{""atk"":86,""cri"":25,""hit"":-20,""elmAtk"":{""光"":20}}","{""atk"":93,""cri"":25,""hit"":-20,""elmAtk"":{""光"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"347","輪廻の盾","盾","盾","170","180","{""def"":60,""mdef"":45,""finRed"":10,""resists_Debuff"":30}","{""def"":63,""mdef"":47,""finRed"":10,""resists_Debuff"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"348","月光のバングル","盾","腕輪","170","180","{""atk"":40,""def"":46,""mag"":40,""mdef"":52,""resists_Fear"":40}","{""atk"":42,""def"":50,""mag"":42,""mdef"":55,""resists_Fear"":40}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"349","真実の仮面","頭","兜","170","180","{""def"":44,""mdef"":30,""hp"":87,""mp"":93,""resists_Fear"":50}","{""def"":46,""mdef"":32,""hp"":93,""mp"":99,""resists_Fear"":50}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"350","夢幻の帽子","頭","帽子","170","180","{""def"":30,""mdef"":44,""hp"":93,""mp"":87}","{""def"":32,""mdef"":46,""hp"":99,""mp"":93}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"351","星座のよろい","体","鎧","170","180","{""def"":50,""mdef"":37,""finRed"":20,""resists_SkillSeal"":45}","{""def"":54,""mdef"":39,""finRed"":20,""resists_SkillSeal"":45}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"352","女神のドレス","体","ローブ","170","180","{""def"":37,""mag"":46,""mdef"":48,""resists_HealSeal"":40}","{""def"":39,""mag"":50,""mdef"":52,""resists_HealSeal"":40}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"353","明星のグリーヴ","足","ブーツ","170","180","{""def"":40,""spd"":40}","{""def"":42,""spd"":42}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"354","無音の靴","足","くつ","170","180","{""spd"":53,""eva"":10,""resists_Shock"":45}","{""spd"":57,""eva"":10,""resists_Shock"":45}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"361","オメガブレイド","武器","剣","180","190","{""atk"":84,""hit"":10,""finDmg"":15}","{""atk"":90,""hit"":10,""finDmg"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"362","天変地異","武器","斧","180","190","{""atk"":110,""spd"":-12,""hit"":-10,""elmAtk"":{""混沌"":20},""attack_Fear"":20}","{""atk"":118,""spd"":-12,""hit"":-10,""elmAtk"":{""混沌"":20},""attack_Fear"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"363","無音の暗殺刃","武器","短剣","180","190","{""atk"":64,""mag"":64,""cri"":10,""attack_Poison"":30,""attack_InstantDeath"":8}","{""atk"":69,""mag"":69,""cri"":10,""attack_Poison"":30,""attack_InstantDeath"":8}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"364","始祖の魔杖","武器","杖","180","190","{""mag"":106,""resists_SpellSeal"":30}","{""mag"":114,""resists_SpellSeal"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"365","ロンゴミニアド","武器","槍","180","190","{""atk"":93,""finDmg"":10}","{""atk"":99,""finDmg"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"366","オメガボウ","武器","弓","180","190","{""atk"":93,""cri"":25,""hit"":-20,""elmAtk"":{""混沌"":20}}","{""atk"":99,""cri"":25,""hit"":-20,""elmAtk"":{""混沌"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"367","ゼウスの盾","盾","盾","180","190","{""def"":63,""mdef"":47,""finRed"":15,""elmRes"":{""雷"":30}}","{""def"":67,""mdef"":50,""finRed"":15,""elmRes"":{""雷"":30}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"368","混沌の腕輪","盾","腕輪","180","190","{""atk"":42,""def"":50,""mag"":42,""mdef"":55,""elmAtk"":{""混沌"":15}}","{""atk"":45,""def"":53,""mag"":45,""mdef"":59,""elmAtk"":{""混沌"":15}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"369","神々の王冠","頭","兜","180","190","{""def"":46,""mdef"":32,""hp"":93,""mp"":99,""resists_Fear"":60}","{""def"":49,""mdef"":34,""hp"":99,""mp"":106,""resists_Fear"":60}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"370","審判のカチュール","頭","帽子","180","190","{""def"":32,""mdef"":46,""hp"":99,""mp"":93,""resists_HealSeal"":50}","{""def"":34,""mdef"":49,""hp"":106,""mp"":99,""resists_HealSeal"":50}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"371","神威の装束","体","鎧","180","190","{""def"":54,""mdef"":39,""resists_Debuff"":40}","{""def"":57,""mdef"":42,""resists_Debuff"":40}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"372","虚無の法衣","体","ローブ","180","190","{""def"":39,""mag"":50,""mdef"":52,""elmRes"":{""混沌"":20}}","{""def"":42,""mag"":53,""mdef"":55,""elmRes"":{""混沌"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"373","獅子のレガース","足","ブーツ","180","190","{""def"":42,""spd"":42}","{""def"":45,""spd"":45}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"374","光速のサンダル","足","くつ","180","190","{""spd"":57,""eva"":15}","{""spd"":60,""eva"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"381","エクスカリバー","武器","剣","190","200","{""atk"":90,""hit"":10,""finDmg"":15,""elmAtk"":{""光"":20}}","{""atk"":96,""hit"":10,""finDmg"":15,""elmAtk"":{""光"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"382","ゼウスのアクス","武器","斧","190","200","{""atk"":118,""spd"":-13,""hit"":-10,""elmAtk"":{""雷"":20}}","{""atk"":126,""spd"":-13,""hit"":-10,""elmAtk"":{""雷"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"383","神殺しの匕首","武器","短剣","190","200","{""atk"":69,""mag"":69,""cri"":10,""elmAtk"":{""混沌"":20},""attack_Poison"":30,""attack_InstantDeath"":9}","{""atk"":74,""mag"":74,""cri"":10,""elmAtk"":{""混沌"":20},""attack_Poison"":30,""attack_InstantDeath"":9}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"384","アポカリプス","武器","杖","190","200","{""mag"":114,""finDmg"":10,""elmAtk"":{""混沌"":20}}","{""mag"":122,""finDmg"":10,""elmAtk"":{""混沌"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"385","究極の聖槍","武器","槍","190","200","{""atk"":99,""finDmg"":10,""elmAtk"":{""光"":20}}","{""atk"":106,""finDmg"":10,""elmAtk"":{""光"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"386","究極の神弓","武器","弓","190","200","{""atk"":99,""cri"":30,""hit"":-20}","{""atk"":106,""cri"":30,""hit"":-20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"387","アカシックシールド","盾","盾","190","200","{""def"":67,""mdef"":50,""finRed"":15,""elmRes"":{""光"":30}}","{""def"":70,""mdef"":52,""finRed"":15,""elmRes"":{""光"":30}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"388","神話の紋章","盾","腕輪","190","200","{""atk"":45,""def"":53,""mag"":45,""mdef"":59}","{""atk"":48,""def"":56,""mag"":48,""mdef"":62}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"389","虚空の兜","頭","兜","190","200","{""def"":49,""mdef"":34,""hp"":99,""mp"":106,""resists_InstantDeath"":40}","{""def"":52,""mdef"":36,""hp"":105,""mp"":112,""resists_InstantDeath"":40}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"390","明星の帽子","頭","帽子","190","200","{""def"":34,""mdef"":49,""hp"":106,""mp"":99}","{""def"":36,""mdef"":52,""hp"":112,""mp"":105}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"391","至高の神鎧","体","鎧","190","200","{""def"":57,""mdef"":42,""finRed"":20}","{""def"":60,""mdef"":44,""finRed"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"392","宇宙のケープ","体","ローブ","190","200","{""def"":42,""mag"":53,""mdef"":55,""elmRes"":{""火"":20,""水"":20,""風"":20,""雷"":20}}","{""def"":44,""mag"":56,""mdef"":58,""elmRes"":{""火"":20,""水"":20,""風"":20,""雷"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"393","神話のブーツ","足","ブーツ","190","200","{""def"":45,""spd"":45}","{""def"":48,""spd"":48}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"394","時空の靴","足","くつ","190","200","{""spd"":60,""eva"":15}","{""spd"":64,""eva"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
